start_time,response_time,success_rate
0,117.19268242518108,100.0
30,112.4413267771403,100.0
60,109.69310839970906,100.0
90,100.6341814994812,100.0
120,91.73163175582886,100.0
150,88.6299204826355,100.0
180,88.28130960464478,100.0
210,83.7661878267924,100.0
240,78.24147542317708,100.0
270,81.19104305903117,100.0
300,78.1611196200053,100.0
330,85.43654839197795,100.0
360,78.99207830429077,100.0
390,78.16928545633952,100.0
420,77.56089528401692,100.0
450,79.40190076828003,100.0
480,78.86390765508015,100.0
510,82.77706782023112,100.0
540,76.37333631515503,100.0
570,206.5444572766622,98.66666666666667
600,1925.8646591504414,81.33333333333333
630,1396.7107963562012,86.66666666666667
660,1064.4351887702942,90.0
690,1032.617875734965,90.33333333333333
720,804.3241834640503,92.66666666666667
750,338.2298692067464,97.33333333333333
780,666.8851391474406,94.0
810,637.8882447878519,94.33333333333333
840,276.16739590962726,98.0
870,471.35900656382245,96.0
900,108.33338975906372,99.66666666666667
930,74.4013222058614,100.0
960,75.35235563913982,100.0
990,72.55937019983928,100.0
1020,71.85196876525879,100.0
1050,74.60782130559285,100.0
1080,72.62729406356812,100.0
1110,78.18282922108968,100.0
1140,72.95626878738403,100.0
1170,568.1043171882629,95.0
1200,3845.7302149136863,62.0
1230,4739.503561655681,53.0
1260,4901.943057378133,51.333333333333336
1290,4011.2895353635154,60.333333333333336
1320,4539.702531496684,55.0
1350,4707.550628185272,53.333333333333336
1380,4803.70037873586,52.333333333333336
1410,4638.281400203705,54.0
1440,4473.559233347575,55.666666666666664
1470,4722.858107089996,53.333333333333336
1500,73.38255564371745,100.0
1530,71.81709448496501,100.0
1560,73.08153072992961,100.0
1590,69.84366178512573,100.0
1620,75.13183037439983,100.0
1650,70.92294772466023,100.0
1680,74.23483371734619,100.0
1710,77.53506898880005,100.0
1740,73.82037878036499,100.0
1770,852.8188769022623,93.0
1800,3943.526287873586,63.666666666666664
1830,4034.8539678255715,62.666666666666664
1860,4257.727391719818,62.333333333333336
1890,3649.676509698232,68.0
1920,4569.1730260849,57.333333333333336
1950,3726.571307182312,66.0
1980,4064.316359361013,63.0
2010,4547.62314637502,57.666666666666664
2040,4233.6813680330915,61.0
2070,3492.1008570988974,74.66666666666667
2100,77.93117841084798,100.0
2130,75.79939365386963,100.0
2160,77.83488512039185,100.0
2190,77.26932128270467,100.0
2220,76.43154462178548,100.0
2250,77.58906920750935,100.0
2280,75.05117098490398,100.0
2310,72.00721820195515,100.0
2340,72.13372627894084,100.0
2370,70.65553903579712,100.0
