time,NIFL-GTGA,NIFL,Nautilus,LC,round-robin,NIFL-GTGA,NIFL,Nautilus,LC,round-robin
0.0,96.65137926737468,75.04057884216309,137.97484238942465,90.70110321044922,95.74205080668132,100.0,100.0,100.0,100.0,100.0
2.5,77.4168570836385,71.39790852864583,114.90836143493652,87.61229515075684,81.40743573506673,100.0,100.0,100.0,100.0,100.0
5.0,76.2463649113973,64.10621802012126,93.56167316436768,84.38575267791748,89.89020188649495,100.0,100.0,100.0,100.0,100.0
7.5,83.2357406616211,62.53253618876139,96.17296854654948,94.10161177317302,81.7250410715739,100.0,100.0,100.0,100.0,100.0
9.5,73.2706069946289,54.601661364237465,85.2270523707072,82.41206010182698,81.16798400878906,100.0,100.0,100.0,100.0,100.0
10.5,1723.8684097925823,1718.9847230911255,414.02223110198975,1732.9061031341553,3390.114482243856,83.33333333333334,83.33333333333334,96.66666666666667,83.33333333333334,66.66666666666666
11.5,71.73191706339519,62.35121091206869,408.2462549209595,1411.7876847585042,2397.692886988322,100.0,100.0,96.66666666666667,86.66666666666667,76.66666666666667
12.5,84.54169432322185,67.24909941355388,86.54385407765706,1411.6926352183025,2400.2779801686606,100.0,100.0,100.0,86.66666666666667,76.66666666666667
13.5,83.6237907409668,65.05435307820638,407.23114013671875,1409.416913986206,2066.1155144373574,100.0,100.0,96.66666666666667,86.66666666666667,80.0
14.5,73.95543257395427,65.92292785644531,415.3973340988159,3053.2056172688804,2072.319563229879,100.0,100.0,96.66666666666667,70.0,80.0
15.5,81.1774730682373,67.70747502644856,76.3904333114624,82.50720500946045,78.34901809692383,100.0,100.0,100.0,100.0,100.0
17.5,78.24400266011556,66.95355574289958,80.20073572794597,86.13413174947102,75.94939867655437,100.0,100.0,100.0,100.0,100.0
19.5,61.841837565104164,398.5229730606079,412.011194229126,78.41238180796306,77.0357608795166,100.0,96.66666666666667,96.66666666666667,100.0,100.0
20.5,71.41588528951009,91.97492599487305,5702.573148409526,4374.480708440145,4712.077474594116,100.0,100.0,43.333333333333336,56.666666666666664,53.333333333333336
21.5,74.35517311096191,87.36813068389893,4708.479007085164,3057.1988026301065,4045.0475533803306,100.0,100.0,53.333333333333336,70.0,60.0
22.5,76.36314233144124,67.54635175069173,5701.937476793925,4047.1479972203574,4381.8600336710615,100.0,100.0,43.333333333333336,60.0,56.666666666666664
23.5,90.25124708811443,74.04239177703857,5698.432763417562,3711.2032731374106,3724.137099583944,100.0,100.0,43.333333333333336,63.33333333333333,63.33333333333333
24.5,77.02722549438477,70.99042733510335,6034.684141476949,4044.8048194249473,4707.975276311238,100.0,100.0,40.0,60.0,53.333333333333336
25.5,82.64620304107666,70.98194758097331,80.00562191009521,74.7752030690511,81.2645435333252,100.0,100.0,100.0,100.0,100.0
27.5,102.24401156107585,61.108175913492836,80.41528860727946,82.08914597829182,86.87558174133301,100.0,100.0,100.0,100.0,100.0
29.5,365.5073642730713,226.9648234049479,77.98101902008057,328.09873421986896,276.6793489456177,100.0,100.0,100.0,100.0,100.0
30.5,1096.2733109792073,586.5222454071045,1982.0506890614827,1656.3590208689373,1466.8771584828694,100.0,100.0,96.66666666666667,96.66666666666667,96.66666666666667
31.5,499.38929080963135,842.1213150024414,2319.02277469635,2226.6324281692505,3379.872783025106,100.0,100.0,90.0,96.66666666666667,86.66666666666667
32.5,704.7728220621744,1377.6379585266113,2884.3897342681885,1348.2908725738525,2124.3570804595947,100.0,100.0,83.33333333333334,100.0,90.0
33.5,551.4475266138712,356.85157775878906,2750.851766268412,1474.5442628860474,1494.6883916854858,100.0,100.0,90.0,96.66666666666667,96.66666666666667
34.5,58.188796043395996,1066.773025194804,1385.375452041626,2412.9939794540405,2027.2978941599529,100.0,100.0,96.66666666666667,96.66666666666667,90.0
35.5,81.43854935963948,58.01424980163574,77.45404243469238,63.7602170308431,80.66387176513672,100.0,100.0,100.0,100.0,100.0
37.5,77.90799140930176,57.48260021209717,80.85376421610515,74.59913889567058,77.92058785756429,100.0,100.0,100.0,100.0,100.0
39.5,68.00535519917806,57.49797821044922,84.07930533091228,73.38783740997314,81.17667039235432,100.0,100.0,100.0,100.0,100.0
