NIFL-GTGA,NIFL,Nautilus,LC,round-robin,NIFL-GTGA,NIFL,Nautilus,LC,round-robin
188.6809956696298,273.98758838574093,989.5742855138251,1022.0468911859725,1083.9039030339986,99.24999999999999,98.38888888888889,92.38888888888887,91.90277777777777,91.56944444444444
