NIFL-GTGA,NIFL,Nautilus,LC,round-robin,NIFL-GTGA,NIFL,Nautilus,LC,round-robin
399.20296523306104,513.0100775427288,1631.8821475903194,1801.6918780406315,1759.68711051676,97.8888888888889,96.81944444444444,86.7361111111111,84.05555555555557,84.43055555555556
