NIFL-GTGA,NIFL,Nautilus,LC,round-robin,NIFL-GTGA,NIFL,Nautilus,LC,round-robin
216.7722439765931,325.673336767488,1109.216350466013,1250.7199329137802,1233.6632925437557,98.99305555555554,97.74305555555553,91.3263888888889,89.53472222222223,89.54166666666664
