start_time,response_time,success_rate
0,444.37820116678876,100.0
30,377.2604624430339,100.0
60,367.9621299107869,100.0
90,359.69733397165936,100.0
120,339.8267348607381,100.0
150,323.3828862508138,100.0
180,370.001482963562,100.0
210,336.79661750793457,100.0
240,268.58612696329754,100.0
270,356.5586805343628,100.0
300,407.7332337697347,100.0
330,349.8329162597656,100.0
360,361.084779103597,100.0
390,372.403351465861,100.0
420,383.97674560546875,100.0
450,369.9254035949707,100.0
480,389.8292064666748,100.0
510,417.71220366160077,100.0
540,420.66993713378906,100.0
570,354.57946459452313,100.0
600,5840.149958928426,43.333333333333336
630,5482.218782107036,46.666666666666664
660,3257.573572794596,70.0
690,2565.4831806818643,76.66666666666667
720,2569.539491335551,76.66666666666667
750,1938.1287654240925,83.33333333333334
780,741.388463973999,96.66666666666667
810,2988.825257619222,73.33333333333333
840,2031.305702527364,83.33333333333334
870,1678.5595019658406,86.66666666666667
900,692.4045562744141,96.66666666666667
930,341.9437249501546,100.0
960,358.42902660369873,100.0
990,276.88605785369873,100.0
1020,329.6347379684448,100.0
1050,311.3329331080119,100.0
1080,352.769676844279,100.0
1110,348.2401688893636,100.0
1140,319.9294964472453,100.0
1170,310.7546329498291,100.0
1200,1243.670654296875,90.0
1230,2547.8760401407876,76.66666666666667
1260,1631.4951340357463,86.66666666666667
1290,1603.7012974421184,86.66666666666667
1320,2260.4193687438965,80.0
1350,1921.1980024973552,83.33333333333334
1380,1916.7814095815022,83.33333333333334
1410,1897.5130240122478,83.33333333333334
1440,2815.7307942708335,73.33333333333333
1470,887.2344493865967,93.33333333333333
1500,600.2711693445841,96.66666666666667
1530,273.3182907104492,100.0
1560,340.22870858510333,100.0
1590,319.03074582417804,100.0
1620,325.4262685775757,100.0
1650,315.7764991124471,100.0
1680,358.28243096669513,100.0
1710,277.514386177063,100.0
1740,327.33659744262695,100.0
1770,976.3798316319784,93.33333333333333
1800,5664.615718523662,46.666666666666664
1830,6850.994674364726,33.33333333333333
1860,6075.719889005025,40.0
1890,7383.803757031758,26.666666666666668
1920,7051.224637031555,30.0
1950,6396.48102124532,36.666666666666664
1980,6397.55364259084,40.0
2010,5739.020458857219,43.333333333333336
2040,5254.637765884399,50.0
2070,6364.416352907817,43.333333333333336
2100,332.5973113377889,100.0
2130,323.3676751454671,100.0
2160,285.39302349090576,100.0
2190,222.9159116744995,100.0
2220,229.34161027272543,100.0
2250,218.3250347773234,100.0
2280,249.46415424346924,100.0
2310,279.8996369043986,100.0
2340,306.28544489542645,100.0
2370,316.0250425338745,100.0
