start_time,response_time,success_rate
0,255.63926696777344,100.0
30,198.08686044481067,100.0
60,192.95733769734701,100.0
90,144.58463986714682,100.0
120,145.37784258524576,100.0
150,175.7827864752875,100.0
180,143.96761788262262,100.0
210,143.58082877265085,100.0
240,176.87081231011283,100.0
270,175.06136894226074,100.0
300,133.28447341918945,100.0
330,154.45760091145834,100.0
360,129.04870775010852,100.0
390,120.73367966545952,100.0
420,128.9246824052599,100.0
450,131.3691880967882,100.0
480,113.55400615268282,100.0
510,128.24969821506076,100.0
540,142.10210376315646,100.0
570,132.29281107584634,100.0
600,8022.969961166382,20.0
630,3028.7375979953345,71.1111111111111
660,382.1461306677924,100.0
690,229.8258728451199,100.0
720,242.78971883985733,100.0
750,200.68221622043185,100.0
780,191.54007169935437,100.0
810,270.09054289923773,100.0
840,241.91436767578125,100.0
870,254.34894561767578,100.0
900,281.07405768500433,100.0
930,162.13278770446777,100.0
960,182.4696646796332,100.0
990,158.00767474704318,100.0
1020,128.94431749979654,100.0
1050,142.92143715752493,100.0
1080,127.81205707126195,100.0
1110,147.98867967393664,100.0
1140,147.8804482354058,100.0
1170,153.71313624911838,100.0
1200,777.6493973202176,93.33333333333333
1230,128.82701026068793,100.0
1260,132.55140516493054,100.0
1290,147.1303039126926,100.0
1320,112.08058993021648,100.0
1350,141.1556879679362,100.0
1380,132.53188133239746,100.0
1410,149.94223912556967,100.0
1440,150.7712735070123,100.0
1470,131.58979415893555,100.0
1500,133.32665231492783,100.0
1530,131.353669696384,100.0
1560,144.18759875827365,100.0
1590,144.43434609307184,100.0
1620,145.46874364217123,100.0
1650,131.60259988572864,100.0
1680,126.35083198547363,100.0
1710,132.76078436109754,100.0
1740,151.15682813856338,100.0
1770,166.50937928093802,100.0
1800,2494.5559978485107,86.66666666666667
1830,995.3812758127848,95.55555555555554
1860,645.590697394477,100.0
1890,667.0358445909288,97.77777777777777
1920,515.8835252126058,97.77777777777777
1950,200.79119470384387,100.0
1980,497.3628891838921,100.0
2010,431.8089909023709,97.77777777777777
2040,273.1124824947781,100.0
2070,289.04638290405273,100.0
2100,226.5619013044569,100.0
2130,108.2473013136122,100.0
2160,105.16232914394801,100.0
2190,103.82615725199382,100.0
2220,114.16863865322539,100.0
2250,134.89518695407443,100.0
2280,136.8224885728624,100.0
2310,165.46684900919595,100.0
2340,130.69418801201715,100.0
2370,151.699792014228,100.0
