start_time,response_time,success_rate
0,102.74308522542317,100.0
30,91.72995090484619,100.0
60,93.42438379923503,100.0
90,84.31988557179768,100.0
120,85.3455622990926,100.0
150,127.17058658599854,100.0
180,101.11995538075765,100.0
210,84.70517794291179,100.0
240,86.61659558614095,100.0
270,80.79955577850342,100.0
300,83.23783079783122,100.0
330,88.61432870229085,100.0
360,86.49920622507732,100.0
390,81.53182665506999,100.0
420,85.66094239552815,100.0
450,88.07465235392253,100.0
480,85.34229596455891,100.0
510,88.66805235544841,100.0
540,85.6821854909261,100.0
570,84.2759370803833,100.0
600,1730.7967821757,83.33333333333334
630,1399.29518699646,86.66666666666667
660,2394.8598623275757,76.66666666666667
690,2072.357495625814,80.0
720,2064.4139448801675,80.0
750,414.6106481552124,96.66666666666667
780,1737.5085353851318,83.33333333333334
810,2063.880411783854,80.0
840,2071.1732149124146,80.0
870,1400.9640455245972,86.66666666666667
900,412.8492514292399,96.66666666666667
930,83.87960592905681,100.0
960,78.93447081247966,100.0
990,78.4805695215861,100.0
1020,78.95758152008057,100.0
1050,80.94069163004558,100.0
1080,75.44273535410564,100.0
1110,74.33269023895264,100.0
1140,82.97909100850423,100.0
1170,421.0015455881755,96.66666666666667
1200,3384.5133701960244,66.66666666666666
1230,4374.441846211751,56.666666666666664
1260,4385.104529062907,56.666666666666664
1290,4382.634369532268,56.666666666666664
1320,3052.7276595433555,70.0
1350,3715.9977277119956,63.33333333333333
1380,4374.9659697214765,56.666666666666664
1410,4046.622602144877,60.0
1440,4707.8733921051025,53.333333333333336
1470,4053.238320350647,60.0
1500,415.03903071085614,96.66666666666667
1530,81.42443497975667,100.0
1560,78.95670731862386,100.0
1590,74.30644830067952,100.0
1620,80.83126544952393,100.0
1650,70.34756342569987,100.0
1680,80.60381412506104,100.0
1710,75.48250357309978,100.0
1740,76.74948374430339,100.0
1770,219.30905977884927,100.0
1800,630.8869202931722,100.0
1830,1536.2948656082153,90.0
1860,1196.4670181274414,96.66666666666667
1890,1303.418246905009,93.33333333333333
1920,1113.78010114034,96.66666666666667
1950,1258.8853359222412,93.33333333333333
1980,625.3035306930542,100.0
2010,330.3838014602661,100.0
2040,799.3101199467977,100.0
2070,834.4414313634237,100.0
2100,212.77178128560385,100.0
2130,66.22410615285237,100.0
2160,75.92579523722331,100.0
2190,77.47862339019775,100.0
2220,75.65112908681233,100.0
2250,75.54508050282796,100.0
2280,73.54822953542073,100.0
2310,78.30824851989746,100.0
2340,79.75971698760986,100.0
2370,75.53274631500244,100.0
