start_time,download_speed,success_rate
0,7.915602157038378,100.0
30,6.755223649120786,100.0
60,5.160641109435858,100.0
90,3.9099676057557953,100.0
120,9.07297575625723,100.0
150,7.374897512649667,100.0
180,6.52256359842566,100.0
210,9.700270791298466,100.0
240,9.837656287653902,100.0
270,4.063606863635519,100.0
300,7.642728932177579,100.0
330,3.8962603097564834,100.0
360,3.653713974243328,100.0
390,4.0656399143446125,100.0
420,6.81156603478221,100.0
450,6.340658204805668,100.0
480,4.219598774804916,100.0
510,4.375294977920669,100.0
540,8.870553049014793,100.0
570,4.672196318593609,100.0
600,1.2399705079156706,33.33333333333333
630,1.6095522745061608,33.33333333333333
660,2.983717886573801,66.66666666666666
690,4.383925396465734,100.0
720,5.273655063656252,100.0
750,3.693426970153578,100.0
780,6.904989449446202,100.0
810,5.605355821793299,100.0
840,3.9700601506415745,100.0
870,4.429260872814023,100.0
900,3.958827774606251,100.0
930,8.775002145683574,100.0
960,4.020289833975046,100.0
990,9.39107932901234,100.0
1020,4.12491630350275,100.0
1050,6.6872337535231425,100.0
1080,7.464999778120556,100.0
1110,4.861700441436435,100.0
1140,5.958957324703891,100.0
1170,4.293595288932905,100.0
1200,6.596110686887774,100.0
1230,5.046608831841735,66.66666666666666
1260,8.14309202009023,66.66666666666666
1290,0.0,0.0
1320,9.066751377779243,66.66666666666666
1350,14.774322765686996,66.66666666666666
1380,8.773216004837463,66.66666666666666
1410,15.450027844518624,100.0
1440,9.331570888220392,66.66666666666666
1470,0.0,0.0
1500,5.784246085267129,66.66666666666666
1530,9.598448502884187,100.0
1560,13.374599314132906,100.0
1590,8.86350405585361,100.0
1620,7.562821108350557,100.0
1650,9.40562162623466,100.0
1680,8.74204958897161,100.0
1710,6.0293276298820375,100.0
1740,5.304953281224896,100.0
1770,6.636253948270844,100.0
1800,11.578757953120892,66.66666666666666
1830,5.325718535198906,100.0
1860,5.5985571028880585,33.33333333333333
1890,0.052063630680780904,33.33333333333333
1920,4.744388900326402,33.33333333333333
1950,0.0,0.0
1980,7.77496834959117,33.33333333333333
2010,0.11144446963003661,66.66666666666666
2040,0.19552723048580345,66.66666666666666
2070,0.3267337506733262,33.33333333333333
2100,10.174351696486701,100.0
2130,7.066728108658192,100.0
2160,4.267636439484832,100.0
2190,6.548599597430306,100.0
2220,7.120647537926071,100.0
2250,8.191946464622179,100.0
2280,5.752393612403196,100.0
2310,7.192438677499157,100.0
2340,5.510466764557549,100.0
2370,8.01900204464907,100.0
