start_time,download_speed,success_rate
0,8.692943115506493,100.0
30,23.249524464254648,100.0
60,6.922461534703771,100.0
90,14.694020105378463,100.0
120,10.01184914542904,100.0
150,7.798981668990918,100.0
180,8.14184998852032,100.0
210,10.201855105746487,100.0
240,16.019044318417244,100.0
270,11.444041582541407,100.0
300,11.604657084555134,100.0
330,9.16467956707659,100.0
360,12.262843722361866,100.0
390,10.356394407416614,100.0
420,11.316220053920725,100.0
450,14.77192701725951,100.0
480,12.235953151781493,100.0
510,6.137487671141943,100.0
540,10.15797922097964,100.0
570,17.579905110179798,100.0
600,0.0,0.0
630,3.070089451915333,33.33333333333333
660,2.585530262913949,33.33333333333333
690,5.945287338481239,33.33333333333333
720,4.899715747548647,66.66666666666666
750,10.587409737521007,100.0
780,5.150537046508867,33.33333333333333
810,12.966993693123072,66.66666666666666
840,6.858903552973563,33.33333333333333
870,8.542366522736552,66.66666666666666
900,7.171258930233916,66.66666666666666
930,10.330958070986426,100.0
960,18.198597880858333,100.0
990,7.746375057987624,100.0
1020,8.462546904038929,100.0
1050,10.103767650749766,100.0
1080,8.776054725678014,100.0
1110,15.017833684736509,100.0
1140,15.2455237255959,100.0
1170,13.535178503101124,100.0
1200,2.8837839675784784,33.33333333333333
1230,15.186157719148389,66.66666666666666
1260,10.408687699915399,66.66666666666666
1290,14.992359123888095,100.0
1320,8.359233854423323,100.0
1350,23.825085014105984,100.0
1380,0.0,0.0
1410,18.1620006682909,66.66666666666666
1440,1.678190150902192,33.33333333333333
1470,5.777438605978223,66.66666666666666
1500,17.07721249891768,100.0
1530,13.163319800467557,100.0
1560,10.498172995883435,100.0
1590,6.997139776527853,100.0
1620,11.254921918653267,100.0
1650,16.35334832537704,100.0
1680,6.461472701404998,100.0
1710,9.71448567533985,100.0
1740,14.544649756486484,100.0
1770,11.588500743028503,100.0
1800,5.689320181165219,33.33333333333333
1830,10.961993539474127,66.66666666666666
1860,3.6635752678380613,66.66666666666666
1890,4.906235606655839,33.33333333333333
1920,5.860337872493627,33.33333333333333
1950,3.363350764277674,33.33333333333333
1980,0.4443663539881948,33.33333333333333
2010,0.0,0.0
2040,0.0,0.0
2070,3.2098164691526154,66.66666666666666
2100,6.600067830462294,100.0
2130,9.15488059104277,100.0
2160,16.135612207308128,100.0
2190,14.97413220733364,100.0
2220,13.566521372992225,100.0
2250,12.53671185793548,100.0
2280,13.400086140972881,100.0
2310,17.234707273315895,100.0
2340,9.905289964589565,100.0
2370,6.84318009682194,100.0
