start_time,download_speed,success_rate
0,11.110953583844816,100.0
30,13.678055324660468,100.0
60,9.275327283755257,100.0
90,7.628062802478527,100.0
120,9.969829818290698,100.0
150,10.121282179783405,100.0
180,15.08165683475839,100.0
210,9.496795295076275,100.0
240,10.359882956822187,100.0
270,15.350431975640342,100.0
300,18.80301090435296,100.0
330,15.355743232317025,100.0
360,20.350496063174663,100.0
390,20.31652938804066,100.0
420,10.619424488597765,100.0
450,17.116861565658635,100.0
480,14.315551731234578,100.0
510,10.867904506051582,100.0
540,12.135973049317007,100.0
570,15.010374338622034,100.0
600,0.0,0.0
630,3.746796707355882,66.66666666666666
660,5.863912065126822,100.0
690,7.052927632799487,100.0
720,8.278622645488563,100.0
750,8.487851606805085,100.0
780,5.966056500060824,100.0
810,6.628826265432093,100.0
840,7.2151359536297806,100.0
870,6.273703729205895,100.0
900,6.279619319529579,100.0
930,12.78773200920938,100.0
960,10.888297711089757,100.0
990,12.730317825116392,100.0
1020,8.499069600134666,100.0
1050,12.130980403741411,100.0
1080,11.37986165771288,100.0
1110,10.376346115512435,100.0
1140,16.504609692962305,100.0
1170,13.547375034125702,100.0
1200,6.582951300675908,50.0
1230,11.354486594689277,100.0
1260,13.99989432877432,100.0
1290,7.791758865788219,100.0
1320,10.519107720567996,100.0
1350,10.826991304780682,100.0
1380,13.06427203187451,100.0
1410,12.243372196144804,100.0
1440,10.953198286275132,100.0
1470,12.380765129176533,100.0
1500,13.38534356116966,100.0
1530,12.36687342143385,100.0
1560,12.932059385872998,100.0
1590,11.904802330758457,100.0
1620,12.299196118637248,100.0
1650,12.382734309129047,100.0
1680,13.160682525448566,100.0
1710,12.759941753891248,100.0
1740,11.452219800028324,100.0
1770,13.18197575755829,100.0
1800,0.0,0.0
1830,0.4627497374171119,16.666666666666664
1860,12.928246888945132,83.33333333333334
1890,0.0,0.0
1920,4.978189542390189,50.0
1950,0.0,0.0
1980,4.4683747298427265,16.666666666666664
2010,2.2075769889786607,16.666666666666664
2040,6.914302607367644,50.0
2070,4.10674542010434,50.0
2100,3.0511702721025293,100.0
2130,8.204430359546647,100.0
2160,9.389015749968937,100.0
2190,7.66244298932045,100.0
2220,8.752825625176875,100.0
2250,8.815347481189193,100.0
2280,11.695751033844216,100.0
2310,12.66425905057663,100.0
2340,7.222265978748797,100.0
2370,8.539318335642333,100.0
