start_time,download_speed,success_rate
0,11.859778628789513,100.0
30,13.254421950855082,100.0
60,9.605729578455398,100.0
90,7.795198662023558,100.0
120,10.148784378666688,100.0
150,11.833492129254545,100.0
180,12.36274458691736,100.0
210,10.241650441225756,100.0
240,9.891042192045852,100.0
270,13.078701250957842,100.0
300,15.152079588106405,100.0
330,12.1351494008336,100.0
360,16.137007844036443,100.0
390,14.777443034588215,100.0
420,11.85484290012439,100.0
450,15.669709720971417,100.0
480,12.116909759885003,100.0
510,9.449351355894734,100.0
540,13.066342161623929,100.0
570,14.25143568992276,100.0
600,2.8648121109667724,16.666666666666668
630,5.107325314502481,66.66666666666666
660,7.436521019563995,100.0
690,7.518797822532936,100.0
720,8.012030515598225,100.0
750,7.64129444810004,100.0
780,7.656402669710361,100.0
810,8.25911788106194,100.0
840,7.513423319073211,100.0
870,7.887736150577841,100.0
900,5.59059006782164,100.0
930,14.34682919996736,100.0
960,11.98404893329765,100.0
990,12.114267502472908,100.0
1020,8.827548266939802,100.0
1050,12.631730019965486,100.0
1080,11.476825806186005,100.0
1110,13.091301006211202,100.0
1140,17.109979952751484,100.0
1170,12.193335563406132,100.0
1200,4.920722617989257,44.444444444444436
1230,11.282525475453781,100.0
1260,11.828685774678583,100.0
1290,8.645623311025261,100.0
1320,10.639728869512174,100.0
1350,11.385097405045968,100.0
1380,13.571025313836179,100.0
1410,11.23439292408119,100.0
1440,10.917240718849769,100.0
1470,11.993670962203334,100.0
1500,15.368769017586644,100.0
1530,13.188220132297703,100.0
1560,13.091390522334516,100.0
1590,13.057551293631137,100.0
1620,12.678116610123341,100.0
1650,11.363666606115606,100.0
1680,14.630131242389174,100.0
1710,15.08373587473602,100.0
1740,12.798906962704985,100.0
1770,16.158485252133488,100.0
1800,0.1520140967150043,5.5555555555555545
1830,2.375549963932205,27.77777777777777
1860,7.588359737472444,61.111111111111114
1890,6.08333204561984,44.444444444444436
1920,6.5992347037850765,66.66666666666667
1950,3.888241313043064,38.88888888888889
1980,6.844601939223845,44.444444444444436
2010,4.325819263135813,38.88888888888888
2040,4.913170058484668,50.0
2070,3.2816769886900907,50.0
2100,4.876802469544255,100.0
2130,8.878101202101144,100.0
2160,9.152873108868368,100.0
2190,8.474240993537967,100.0
2220,9.050686748843567,100.0
2250,10.818640796633355,100.0
2280,12.564648795422315,100.0
2310,13.195580408330732,100.0
2340,8.443823601192934,100.0
2370,8.804416786303275,100.0
