start_time,download_speed,success_rate
0,10.54516582113209,100.0
30,14.012504263947624,100.0
60,14.86675959948901,100.0
90,16.443254583716673,100.0
120,15.599369498066531,100.0
150,11.977038590208071,100.0
180,12.177060043922799,100.0
210,19.190122571905526,100.0
240,15.12328439200077,100.0
270,13.362065086389933,100.0
300,11.441453328242591,100.0
330,15.711132507640361,100.0
360,15.35703806757579,100.0
390,13.61796770483241,100.0
420,13.856792629441637,100.0
450,14.001065714486455,100.0
480,13.195674970610145,100.0
510,11.496104578711543,100.0
540,9.87325505558833,100.0
570,13.600890884495659,100.0
600,6.824535582463211,60.0
630,8.080969023796795,60.0
660,3.302298161143203,30.0
690,5.861847209001153,60.0
720,3.7510468851481606,30.0
750,8.898135582913964,60.0
780,5.053918049458369,50.0
810,8.448535196243801,50.0
840,4.515955261235373,30.0
870,4.877319137813396,40.0
900,13.531787592794387,100.0
930,12.531838103766527,100.0
960,16.940661409558114,100.0
990,11.743836566397633,100.0
1020,11.839634531935022,100.0
1050,12.18446127477953,100.0
1080,15.445496895278799,100.0
1110,13.487067631877622,100.0
1140,10.445351968476803,100.0
1170,15.880590527854821,100.0
1200,6.521699049473277,40.0
1230,12.25093645117714,80.0
1260,8.74962977821844,70.0
1290,9.650660179494903,80.0
1320,2.1837966200081795,10.0
1350,13.952944331193077,70.0
1380,4.469018520713244,40.0
1410,13.639326681570122,60.0
1440,11.784656365799561,70.0
1470,10.730576519359648,80.0
1500,17.52637965033562,100.0
1530,13.183205199336829,100.0
1560,11.999763549114695,100.0
1590,8.842675356899978,100.0
1620,13.601953591707627,100.0
1650,12.155589610504663,100.0
1680,13.197128319369554,100.0
1710,15.4882060501667,100.0
1740,10.3476807174014,100.0
1770,12.066000909725386,100.0
1800,4.579275702185331,20.0
1830,0.0,0.0
1860,4.22745599458555,20.0
1890,3.323391781072236,20.0
1920,0.0,0.0
1950,0.0,0.0
1980,7.593774292946091,20.0
2010,7.595795778950977,40.0
2040,3.677735069383045,10.0
2070,8.786032678984123,50.0
2100,6.463436195752401,100.0
2130,16.569319244898203,100.0
2160,18.119686718241603,100.0
2190,13.477011610261524,100.0
2220,11.734370055296477,100.0
2250,12.731458102796605,100.0
2280,10.420015793504382,100.0
2310,16.92634994278853,100.0
2340,12.802955676424933,100.0
2370,15.683800428368608,100.0
