start_time,download_speed,success_rate
0,12.027209704143276,100.0
30,9.153091378529721,100.0
60,8.744279282863046,100.0
90,12.80030870917137,100.0
120,7.668139133234004,100.0
150,10.126414219609527,100.0
180,7.839508332509773,100.0
210,16.465710317206554,100.0
240,13.028093997793853,100.0
270,13.44255619167673,100.0
300,16.251937550532748,100.0
330,23.44585190479585,100.0
360,13.941897516004973,100.0
390,25.70336709414046,100.0
420,14.680745321571694,100.0
450,21.333793303620485,100.0
480,13.678721085944126,100.0
510,20.079834477407797,100.0
540,12.055046366038658,100.0
570,11.777699460274109,100.0
600,4.307938094973589,33.33333333333333
630,10.908023112050342,100.0
660,6.563276261489652,100.0
690,5.92789252019707,100.0
720,13.463148492923843,100.0
750,9.160592618366602,100.0
780,7.752274555629856,100.0
810,7.014711211270661,100.0
840,10.603533180624378,100.0
870,7.3368106217638305,100.0
900,6.760119068425531,100.0
930,11.418741068578747,100.0
960,14.873524569768229,100.0
990,11.87035655414718,100.0
1020,7.969711491625614,100.0
1050,16.51900624519395,100.0
1080,9.414588518608257,100.0
1110,8.9824621244593,100.0
1140,14.810823068615226,100.0
1170,17.172163721076117,100.0
1200,8.259744660056105,66.66666666666666
1230,11.960301773512072,100.0
1260,13.950169474571908,100.0
1290,15.908066679251297,100.0
1320,12.041326226458954,100.0
1350,16.011184394898223,100.0
1380,11.385337977177699,100.0
1410,11.127449530102886,100.0
1440,14.024285588607164,100.0
1470,14.023143744703994,100.0
1500,14.115880598716421,100.0
1530,13.876447351148828,100.0
1560,13.842763250990492,100.0
1590,7.596557048024574,100.0
1620,8.525674353087792,100.0
1650,20.614588859365938,100.0
1680,11.745058322902038,100.0
1710,14.589568415884651,100.0
1740,11.942696563026479,100.0
1770,11.020252257629144,100.0
1800,0.0,0.0
1830,0.11583856238217145,33.33333333333333
1860,9.612271081179427,100.0
1890,11.267012282068505,66.66666666666666
1920,0.24648754490943814,33.33333333333333
1950,0.28692702639160617,66.66666666666666
1980,9.25893561407342,66.66666666666666
2010,0.08647166399552736,33.33333333333333
2040,4.181598599920756,66.66666666666666
2070,4.808150847077245,66.66666666666666
2100,9.135099465775754,100.0
2130,9.721993513238239,100.0
2160,7.9454488757446455,100.0
2190,8.822544997000122,100.0
2220,7.507476122257363,100.0
2250,12.955725952341574,100.0
2280,12.45418740984834,100.0
2310,6.811511290434144,100.0
2340,11.942557189592739,100.0
2370,6.950978766219436,100.0
