start_time,response_time,success_rate
0,293.2629108428955,100.0
30,244.1802660624186,100.0
60,193.03647677103677,100.0
90,199.3164857228597,100.0
120,241.42228762308756,100.0
150,179.17375564575195,100.0
180,206.6073735555013,100.0
210,247.47546513875326,100.0
240,201.8819491068522,100.0
270,243.76096725463867,100.0
300,226.60910288492838,100.0
330,178.24529012044272,100.0
360,176.88695589701334,100.0
390,216.05822245279947,100.0
420,232.737398147583,100.0
450,202.6326815287272,100.0
480,186.65383656819662,100.0
510,258.86999766031903,100.0
540,226.8918514251709,100.0
570,253.09553146362305,100.0
600,5448.705196380615,46.666666666666664
630,5456.761805216472,46.666666666666664
660,3498.1738408406577,66.66666666666666
690,4758.3757400512695,53.333333333333336
720,5456.123113632202,46.666666666666664
750,4778.097565968831,53.333333333333336
780,3464.473867416382,66.66666666666666
810,4120.766592025757,60.0
840,4139.536794026692,60.0
870,6114.817810058594,40.0
900,1523.6148675282795,86.66666666666667
930,193.09752782185873,100.0
960,231.81613286336264,100.0
990,218.226687113444,100.0
1020,219.3974494934082,100.0
1050,170.35663922627768,100.0
1080,154.4212818145752,100.0
1110,236.85863812764487,100.0
1140,196.62133852640787,100.0
1170,272.7298577626546,100.0
1200,3472.0335324605308,66.66666666666666
1230,1534.065341949463,86.66666666666667
1260,3458.5619926452637,66.66666666666666
1290,2794.0024534861245,73.33333333333333
1320,836.6990248362223,93.33333333333333
1350,2790.462303161621,73.33333333333333
1380,1530.6569576263428,86.66666666666667
1410,1510.3931427001953,86.66666666666667
1440,808.3913803100586,93.33333333333333
1470,1503.5452365875244,86.66666666666667
1500,912.2377713521322,93.33333333333333
1530,163.64129384358725,100.0
1560,278.2698154449463,100.0
1590,185.48301060994467,100.0
1620,188.84803454081217,100.0
1650,198.53299458821616,100.0
1680,287.87856101989746,100.0
1710,157.06830024719238,100.0
1740,205.54564793904623,100.0
1770,173.31474622090658,100.0
1800,5377.828900019328,80.0
1830,3485.207462310791,93.33333333333333
1860,8146.43440246582,40.0
1890,5566.4640585581465,66.66666666666666
1920,7052.042547861735,40.0
1950,4314.909760157268,73.33333333333333
1980,5409.290901819865,73.33333333333333
2010,5390.708955128987,73.33333333333333
2040,5434.730497996013,60.0
2070,5255.753056208293,80.0
2100,477.9046694437663,100.0
2130,241.30101203918457,100.0
2160,160.26221911112467,100.0
2190,165.86716969807944,100.0
2220,192.1290079752604,100.0
2250,163.04410298665366,100.0
2280,174.69822565714517,100.0
2310,163.70027860005698,100.0
2340,202.44997342427573,100.0
2370,187.38603591918945,100.0
