NIFL-GTGA,NIFL,Nautilus,LC,round-robin,NIFL-GTGA,NIFL,Nautilus,LC,round-robin
64.5644286281486,72.95731568468125,67.2706297833519,84.59093505356918,75.21017016080172,93.33333333333333,90.66666666666666,81.74999999999999,79.20833333333331,79.99999999999999
