NIFL-GTGA,NIFL,Nautilus,LC,round-robin,NIFL-GTGA,NIFL,Nautilus,LC,round-robin
214.78308114409452,328.3107352157434,1249.077543199062,1363.9046061436336,1374.5742571353908,98.65833333333333,97.64166666666668,88.67083333333333,87.46666666666668,87.42916666666666
