start_time,response_time,success_rate
0,65.16408920288086,100.0
30,66.90249840418498,100.0
60,71.47881189982097,100.0
90,71.9616452852885,100.0
120,64.56973552703857,100.0
150,69.66448227564494,100.0
180,63.504111766815186,100.0
210,65.75978597005208,100.0
240,62.44907776514689,100.0
270,69.27136580149333,100.0
300,61.387550830841064,100.0
330,54.20233408610026,100.0
360,56.35300874710083,100.0
390,54.073917865753174,100.0
420,57.27121035257975,100.0
450,59.41838423411051,100.0
480,54.45453325907389,100.0
510,57.10215171178182,100.0
540,58.39227040608724,100.0
570,56.516432762145996,100.0
600,4363.235791524251,56.666666666666664
630,1381.641415754954,86.66666666666667
660,53.30462455749512,100.0
690,55.0077756245931,100.0
720,53.467814127604164,100.0
750,53.865981101989746,100.0
780,52.20073461532593,100.0
810,50.47841866811117,100.0
840,50.68033138910929,100.0
870,51.456852753957115,100.0
900,51.70981089274088,100.0
930,56.164769331614174,100.0
960,55.45721451441447,100.0
990,51.150854428609215,100.0
1020,48.81966511408488,100.0
1050,49.88112449645996,100.0
1080,50.59091647466024,100.0
1110,51.317803064982094,100.0
1140,51.68571472167969,100.0
1170,545.7162976264954,95.0
1200,9171.327912807465,8.333333333333332
1230,63.33768367767334,100.0
1260,62.93537219365438,100.0
1290,61.799164613087974,100.0
1320,53.97589604059855,100.0
1350,54.87616459528605,100.0
1380,61.53343121210734,100.0
1410,57.58553743362427,100.0
1440,60.185607274373375,100.0
1470,59.058852990468345,100.0
1500,59.04203255971273,100.0
1530,56.13964796066284,100.0
1560,55.620106061299644,100.0
1590,57.462735970815025,100.0
1620,54.5074462890625,100.0
1650,58.599273363749184,100.0
1680,63.92288605372111,100.0
1710,59.1480016708374,100.0
1740,67.58778889973958,100.0
1770,301.8348495165507,100.0
1800,1773.4782735506694,91.66666666666666
1830,819.5284207661947,95.0
1860,375.6584167480469,100.0
1890,62.4124010403951,100.0
1920,75.64403216044109,100.0
1950,110.68710883458455,100.0
1980,258.2401553789775,100.0
2010,262.6988808314006,100.0
2040,426.27681096394855,100.0
2070,1214.2631371815999,95.0
2100,185.45351028442383,100.0
2130,56.92903995513916,100.0
2160,59.15763775507609,100.0
2190,59.829676151275635,100.0
2220,56.82120323181152,100.0
2250,55.31236330668131,100.0
2280,49.01513258616129,100.0
2310,55.359435081481934,100.0
2340,55.7257334391276,100.0
2370,54.97299035390218,100.0
