time,NIFL-GTGA,NIFL,Nautilus,LC,round-robin,NIFL-GTGA,NIFL,Nautilus,LC,round-robin
0.0,54.31466235036444,107.41633374747012,51.38451389422506,85.17338055581472,77.19835322197324,100.0,100.0,100.0,100.0,100.0
2.5,94.34954307367599,101.12485354401696,66.82141068033648,98.99026675574005,90.67790518188713,100.0,100.0,100.0,100.0,100.0
5.0,68.749200788245,116.05048672520486,51.19079770298879,100.2971830170788,89.63123277990599,100.0,100.0,100.0,100.0,100.0
7.5,42.9650645134596,99.35057632181677,53.2819859863527,94.61376378571049,96.41046567124641,100.0,100.0,100.0,100.0,100.0
9.5,69.44922382820123,31.057662083238522,95.50592163136486,110.91102102581162,82.03306828617671,100.0,63.333333333333336,100.0,100.0,100.0
10.5,66.8156427815497,63.09087016696077,36.540203014458974,57.90366807482434,62.816899666605536,80.0,76.66666666666667,46.666666666666664,56.666666666666664,53.333333333333336
11.5,79.8896792393135,61.85742192078874,62.692531908914624,33.93639061912882,44.40595236515288,100.0,100.0,76.66666666666667,46.666666666666664,46.666666666666664
12.5,40.7289445230574,48.344472776290644,44.224532696872394,60.086097217148,38.39079400265151,100.0,100.0,73.33333333333333,56.666666666666664,56.666666666666664
13.5,39.85643573998981,26.08264069491545,58.389557266344504,52.5197582269524,71.70512395199121,100.0,86.66666666666667,76.66666666666667,40.0,66.66666666666667
14.5,67.31746828414451,3.31238089639418,45.59303670122596,41.49203343166108,44.30739609696777,100.0,63.333333333333336,86.66666666666667,36.666666666666664,50.0
15.5,66.40420681566106,80.0296630455599,76.31971461445055,113.2737165250992,122.0668948608416,100.0,100.0,100.0,100.0,100.0
17.5,68.77364455044334,97.27863899982458,65.42153613293834,85.85610298023607,101.80647703587992,100.0,100.0,100.0,100.0,100.0
19.5,98.3909098211901,111.15912759361959,71.72186108673898,118.82385462166083,74.83291737907474,100.0,100.0,100.0,100.0,100.0
20.5,79.92521585841867,58.15129766191558,101.78119055848249,70.01017860350358,70.41220414555235,100.0,100.0,73.33333333333333,66.66666666666667,60.0
21.5,63.42395601154135,84.72145246488836,85.63869096769406,79.34946205888839,101.25437217419005,100.0,100.0,70.0,70.0,76.66666666666667
22.5,32.51971159168896,76.90595514628485,71.13030871971755,101.86898127152632,69.17836172682978,100.0,100.0,66.66666666666667,66.66666666666667,66.66666666666667
23.5,87.38293708572668,59.807698594408606,80.43905208585808,103.31592783313044,99.30727885884816,100.0,100.0,66.66666666666667,66.66666666666667,73.33333333333333
24.5,65.61750939791624,78.0761068105274,86.71048217896657,74.51237653105903,78.18823381566881,100.0,100.0,63.333333333333336,66.66666666666667,66.66666666666667
25.5,65.44624447391585,60.86111182933204,98.60618309927753,117.06309137628266,62.749614061576175,100.0,100.0,100.0,100.0,100.0
27.5,77.58147782738699,91.99672708568913,108.3496466865098,104.76768360006561,106.59427586310058,100.0,100.0,100.0,100.0,100.0
29.5,72.95773287385404,99.18201539386932,95.78657817427545,97.84743311102973,85.88135200071018,100.0,100.0,90.0,100.0,100.0
30.5,45.490297350971,76.51330092200182,22.131219246271517,10.505527069258315,29.94317078121165,60.0,56.666666666666664,16.666666666666668,13.333333333333334,26.666666666666668
31.5,43.20699988691826,87.82127412329471,23.39170273190403,20.370637784633782,18.016254251570967,50.0,66.66666666666667,23.333333333333332,26.666666666666668,20.0
32.5,64.72609234032711,37.552588398856834,11.945949279810224,40.58964011695713,32.565508282165325,70.0,33.333333333333336,10.0,23.333333333333332,23.333333333333332
33.5,65.88586422236436,41.9388793715979,8.63926143176162,29.128996470577693,15.49289343249662,70.0,43.333333333333336,13.333333333333334,26.666666666666668,16.666666666666668
34.5,48.379862012481915,41.19633130934643,23.37247804624961,38.38984405876288,27.397481798325277,60.0,40.0,36.666666666666664,43.333333333333336,53.333333333333336
35.5,60.045460423093964,68.84002630973028,86.9323444044923,118.26739135536042,77.82064798191473,100.0,100.0,100.0,100.0,100.0
37.5,61.83823950592275,61.98797562604483,94.96839433110058,96.2373151765782,68.12159791541337,100.0,100.0,100.0,100.0,100.0
39.5,76.58596763157966,12.929059577279766,123.32424741652362,122.09496885031213,102.03542909499332,100.0,100.0,100.0,100.0,100.0
