start_time,response_time,success_rate
0,96.47151629130046,100.0
30,89.59198792775472,100.0
60,89.0917142232259,100.0
90,71.46743138631184,100.0
120,71.21515274047852,100.0
150,77.83981959025066,100.0
180,110.7197364171346,100.0
210,70.0891097386678,100.0
240,71.72532081604004,100.0
270,80.40945529937744,100.0
300,84.0783675511678,100.0
330,81.9806178410848,100.0
360,76.05445384979248,100.0
390,86.18748982747395,100.0
420,92.10306008656819,100.0
450,78.78951231638591,100.0
480,80.8703104654948,100.0
510,96.6555118560791,100.0
540,84.92019971211751,100.0
570,64.49244022369385,100.0
600,3388.5855118433633,66.66666666666666
630,1071.285621325175,90.0
660,69.09082730611165,100.0
690,76.51415665944417,100.0
720,81.70952796936035,100.0
750,84.03925100962321,100.0
780,74.17476971944173,100.0
810,78.79180908203125,100.0
840,69.00928020477295,100.0
870,68.80069573720296,100.0
900,76.97575092315674,100.0
930,83.92643928527832,100.0
960,78.63441308339436,100.0
990,72.82396952311198,100.0
1020,79.60587342580159,100.0
1050,69.96401945749919,100.0
1080,85.61980724334717,100.0
1110,83.27069282531738,100.0
1140,70.88486353556316,100.0
1170,399.00009632110596,96.66666666666667
1200,2061.205577850342,80.0
1230,82.30756918589275,100.0
1260,75.32589435577393,100.0
1290,72.25715319315593,100.0
1320,73.75670274098714,100.0
1350,75.31816164652507,100.0
1380,108.14510186513265,100.0
1410,73.09449513753255,100.0
1440,86.79248491923015,100.0
1470,79.83902295430501,100.0
1500,75.56053002675374,100.0
1530,73.61528873443604,100.0
1560,97.07694053649902,100.0
1590,65.51576455434163,100.0
1620,85.2442741394043,100.0
1650,105.1850398381551,100.0
1680,73.89819622039795,100.0
1710,99.54611460367839,100.0
1740,73.80820910135905,100.0
1770,302.8703848520915,100.0
1800,432.7245235443115,100.0
1830,83.47614606221516,100.0
1860,123.37183952331543,100.0
1890,72.62012958526611,100.0
1920,101.57602628072102,100.0
1950,139.42363262176514,100.0
1980,109.66478983561198,100.0
2010,182.71142641703287,100.0
2040,135.7095162073771,100.0
2070,98.52004051208496,100.0
2100,81.51955604553223,100.0
2130,79.82362906138103,100.0
2160,69.39704418182373,100.0
2190,69.21467781066895,100.0
2220,79.27375634511311,100.0
2250,72.64712651570638,100.0
2280,84.24742221832275,100.0
2310,71.65210247039795,100.0
2340,76.47612889607747,100.0
2370,74.98781681060791,100.0
