NIFL-GTGA,NIFL,Nautilus,LC,round-robin,NIFL-GTGA,NIFL,Nautilus,LC,round-robin
64.46274514254341,84.36343366357747,49.21003084670379,79.73876423776188,82.76008567270252,94.86111111111111,92.63888888888889,86.66666666666666,79.58333333333333,80.97222222222221
