start_time,response_time,success_rate
0,201.08202457427979,100.0
30,198.17204475402832,100.0
60,165.75585842132568,100.0
90,221.05053424835205,100.0
120,213.69350910186768,100.0
150,170.23291110992432,100.0
180,160.70459842681885,100.0
210,167.7220106124878,100.0
240,155.73681831359863,100.0
270,161.5440559387207,100.0
300,164.85061168670654,100.0
330,155.8408498764038,100.0
360,170.97232818603516,100.0
390,203.8378667831421,100.0
420,138.1720495223999,100.0
450,146.03388786315918,100.0
480,154.25367832183838,100.0
510,149.89792823791504,100.0
540,127.62930870056152,100.0
570,363.53429794311523,98.0
600,8636.72924041748,14.000000000000002
630,2425.44349193573,78.0
660,717.009425163269,100.0
690,280.95096588134766,100.0
720,318.92302989959717,100.0
750,381.3202953338623,100.0
780,256.1985397338867,100.0
810,240.9599208831787,100.0
840,247.08581447601318,100.0
870,350.51608085632324,100.0
900,948.0575132369995,100.0
930,215.07463932037354,100.0
960,170.27160167694092,100.0
990,155.83494186401367,100.0
1020,141.1439847946167,100.0
1050,167.40686893463135,100.0
1080,174.70057010650635,100.0
1110,219.19272422790527,100.0
1140,214.23408031463623,100.0
1170,147.92681694030762,100.0
1200,2899.7601890563965,72.0
1230,136.95285320281982,100.0
1260,224.81982707977295,100.0
1290,302.82986640930176,100.0
1320,127.56930351257324,100.0
1350,123.07655811309814,100.0
1380,134.54490184783936,100.0
1410,138.09037685394287,100.0
1440,129.04334545135498,100.0
1470,167.94618606567383,100.0
1500,179.09198760986328,100.0
1530,172.7798366546631,100.0
1560,171.45888328552246,100.0
1590,162.5575065612793,100.0
1620,158.73310565948486,100.0
1650,215.30003547668457,100.0
1680,171.12120628356934,100.0
1710,165.83635807037354,100.0
1740,159.4840908050537,100.0
1770,546.6588497161865,96.0
1800,5666.272397041321,44.0
1830,2746.1059522628784,74.0
1860,3136.286301612854,70.0
1890,1553.8033437728882,86.0
1920,2758.511233329773,74.0
1950,2160.274705886841,80.0
1980,1144.2650127410889,90.0
2010,3742.1673250198364,64.0
2040,159.5672607421875,100.0
2070,2733.8981771469116,76.0
2100,205.91773509979248,100.0
2130,120.0758171081543,100.0
2160,135.48205375671387,100.0
2190,154.6205711364746,100.0
2220,142.0926856994629,100.0
2250,178.2474422454834,100.0
2280,136.9693374633789,100.0
2310,125.02855777740479,100.0
2340,126.76422595977783,100.0
2370,133.5956859588623,100.0
