NIFL-GTGA,NIFL,Nautilus,LC,round-robin,NIFL-GTGA,NIFL,Nautilus,LC,round-robin
369.542639123069,493.94662115308995,1505.3760544459028,1691.018126408259,1799.9650298224556,98.25,97.9722222222222,89.30555555555554,86.58333333333334,85.61111111111111
