time,NIFL-GTGA,NIFL,Nautilus,LC,round-robin,NIFL-GTGA,NIFL,Nautilus,LC,round-robin
0.0,55.03685164871647,94.8782290303161,65.24345549203242,110.46167173417064,87.09971265311361,100.0,100.0,100.0,100.0,100.0
2.5,85.11421286190962,94.66793703403636,56.31978258011171,89.13093192821528,110.40214774821253,100.0,100.0,100.0,100.0,100.0
5.0,73.75421042389893,121.21663670485124,45.20560777153003,104.8340960625406,88.66872662400307,100.0,100.0,100.0,100.0,100.0
7.5,70.97896575101394,125.35767776777134,50.12417277830382,78.96869296540045,86.6769798030894,100.0,100.0,100.0,100.0,100.0
9.5,51.559535868850254,114.01148551938208,61.68387462091909,82.86375161237902,65.16571048673087,100.0,100.0,100.0,100.0,100.0
10.5,54.09878479413991,40.85860251601985,24.530137660149098,28.583373609827902,48.630687825314205,88.8888888888889,66.66666666666666,55.55555555555555,44.444444444444436,55.555555555555564
11.5,78.47714744630882,60.15038258026349,36.11450851754628,50.95400835704671,45.850464591634,100.0,100.0,94.44444444444446,55.555555555555564,61.11111111111111
12.5,67.25450675650102,61.13035558480032,43.15572180472887,59.57115875684039,53.695314911364335,100.0,100.0,83.33333333333333,44.444444444444436,55.55555555555554
13.5,68.87342486198092,66.07294304849552,55.20026980278154,38.01438598611899,36.8537316705192,100.0,100.0,88.8888888888889,44.444444444444436,38.888888888888886
14.5,84.52781778786704,63.10188920462273,34.6303366200516,39.17247683594869,50.45351751988567,100.0,100.0,100.0,38.88888888888888,55.555555555555564
15.5,73.54567715096037,114.77463359973888,48.79353655859058,100.75478214871839,98.15756665487181,100.0,100.0,100.0,100.0,100.0
17.5,81.50102939435143,101.05384015972389,71.46524737567194,112.74855407100897,113.3767539394512,100.0,100.0,100.0,100.0,100.0
19.5,67.43957981618568,97.54668450724905,74.52848122593122,110.83870785550847,96.64701932145618,100.0,100.0,100.0,100.0,100.0
20.5,86.52673464604749,90.26020380363025,44.99020436568811,98.38332951821916,77.03816051595776,100.0,100.0,61.11111111111111,83.33333333333333,72.22222222222221
21.5,63.79217626269796,69.16498648820209,51.01912281124809,69.98270817507495,73.49306676515558,100.0,100.0,61.11111111111111,72.22222222222221,72.22222222222223
22.5,79.48117522107113,91.08077924036775,65.7153107476549,73.03611199748268,94.37838601767959,100.0,100.0,61.11111111111111,55.55555555555555,66.66666666666666
23.5,84.57883906553855,89.87514339264952,49.863776120472494,72.62944341358225,101.91895026318456,100.0,100.0,55.55555555555555,66.66666666666667,72.22222222222221
24.5,68.76375060937687,95.94936769762667,100.8094499295734,54.941153218254804,59.676565339044906,100.0,100.0,77.77777777777777,61.111111111111114,72.22222222222221
25.5,92.43508661589222,105.50576105838162,51.5322435116888,110.79780824951872,127.77701996404927,100.0,100.0,100.0,100.0,100.0
27.5,64.62626338606843,90.90933284892485,55.6062291305437,116.39385745184934,47.71340927573069,100.0,100.0,100.0,100.0,100.0
29.5,60.96962508775565,129.2678820170679,44.87469939544525,79.64208425039368,94.05301901356415,100.0,100.0,100.0,100.0,100.0
30.5,27.248727492009618,19.00439971145764,37.506520197951225,40.48527924213698,36.20110844683905,38.888888888888886,27.77777777777777,38.888888888888886,33.33333333333333,27.777777777777775
31.5,59.98837291878153,48.66665636495872,34.41513666188843,20.24099253309444,18.192805375327765,72.22222222222221,44.444444444444436,38.888888888888886,16.666666666666664,16.666666666666664
32.5,25.872783551182383,31.105930504344514,19.721466993096385,24.971571160886025,18.257112153346608,27.77777777777777,38.88888888888889,16.666666666666664,33.33333333333333,16.666666666666664
33.5,28.081563588826583,34.6065541050865,24.10426908593737,21.870394827620895,17.710201019670958,55.55555555555555,38.88888888888888,33.333333333333336,16.666666666666664,27.77777777777777
34.5,21.15598066966942,26.253415909520726,37.092902879523926,28.32187080323384,23.53826393654923,72.22222222222221,50.0,50.0,38.888888888888886,44.444444444444436
35.5,59.182647615976656,71.02480961680915,64.1913212129733,94.03517746815187,86.16701783481285,100.0,100.0,100.0,100.0,100.0
37.5,105.77643062244813,86.54912637306684,103.44390391816977,72.17362226977161,103.2461554386192,100.0,100.0,100.0,100.0,100.0
39.5,75.80851579724941,70.4353342904262,58.60894519532425,102.9508515358201,88.73942946311344,100.0,100.0,100.0,100.0,100.0
