NIFL-GTGA,NIFL,Nautilus,LC,round-robin,NIFL-GTGA,NIFL,Nautilus,LC,round-robin
67.19349291463,81.80952347334936,52.353402393483655,80.77337790225451,75.04665452291258,93.05555555555556,90.69444444444443,84.0277777777778,79.99999999999997,80.76388888888889
