time,NIFL-GTGA,NIFL,Nautilus,LC,round-robin,NIFL-GTGA,NIFL,Nautilus,LC,round-robin
0.0,60.520378401222196,59.92143702554244,49.845994931508166,78.068071252398,63.27220107895992,100.0,100.0,100.0,100.0,100.0
2.5,93.07515994143688,72.35403978752846,51.12977398296204,72.90309220366498,92.01610305835923,100.0,100.0,100.0,100.0,100.0
5.0,49.95080472349647,105.70965192971723,46.46723297585024,146.0734968233074,68.22186031762342,100.0,100.0,100.0,100.0,100.0
7.5,46.2378560727929,101.64849887235533,56.86176505472236,87.31150851282393,64.59993979676271,100.0,100.0,100.0,100.0,100.0
9.5,86.33547435218206,101.88314744668973,35.39158890089417,66.91636130640367,112.91769889529314,100.0,100.0,100.0,100.0,100.0
10.5,58.19833739845405,65.36348873221986,10.866854691641565,17.227726550262766,43.707982074536496,100.0,66.66666666666666,33.33333333333333,33.33333333333333,33.33333333333333
11.5,49.794758018147434,37.87317083186496,31.461221060349,52.794853264007024,0.0,100.0,100.0,100.0,33.33333333333333,0.0
12.5,51.63036346499035,64.53760981329995,30.901045556142375,36.35611915901304,19.283981022460033,100.0,100.0,100.0,66.66666666666666,33.33333333333333
13.5,73.1875579209609,83.30342529040523,25.528072960826208,35.56682248539245,112.56161982734632,100.0,100.0,66.66666666666666,33.33333333333333,100.0
14.5,85.04377650347305,59.874144558239784,34.5834522275668,19.912787749572846,0.0,100.0,100.0,100.0,33.33333333333333,0.0
15.5,50.45864688141619,67.59570652376281,76.68086959385265,114.3257938264087,142.9595654780416,100.0,100.0,100.0,100.0,100.0
17.5,41.17737240723079,69.85047928978724,57.68852361073987,86.28635524936924,142.4211470541833,100.0,100.0,100.0,100.0,100.0
19.5,84.23525093406795,100.18816911082547,32.484571455260905,118.17704459279527,112.59303418255196,100.0,100.0,100.0,100.0,100.0
20.5,89.40250037282885,175.1655505189036,98.1189229011669,130.716170959126,29.888894123914472,100.0,100.0,100.0,66.66666666666666,33.33333333333333
21.5,88.86915576660209,106.07080335573984,129.77178771909917,129.16794666390015,89.68479298639302,100.0,100.0,66.66666666666666,66.66666666666666,66.66666666666666
22.5,51.188400321579024,176.2117477795252,24.342890396315795,104.39119708480479,130.43977377751304,100.0,100.0,33.33333333333333,66.66666666666666,100.0
23.5,42.43512981469801,122.11705499943025,105.68201354218483,49.16150330724472,64.39678631362942,100.0,100.0,66.66666666666666,33.33333333333333,66.66666666666666
24.5,81.59641079611943,124.1907628690444,67.82742542323227,58.488825068314874,83.74114227747647,100.0,100.0,100.0,66.66666666666666,100.0
25.5,42.39978087581923,98.52715278376202,54.10953362663298,110.8624517415081,122.8105578135782,100.0,100.0,100.0,100.0,100.0
27.5,80.26779600787967,77.56445670259342,86.24724795563772,96.16682223951652,172.22236351800623,100.0,100.0,100.0,100.0,100.0
29.5,59.029544783288515,69.88278548828193,59.95944061279746,83.15590219983007,87.33383363163836,100.0,100.0,100.0,100.0,100.0
30.5,31.98902649577641,1.6157812346307179,0.5320138588322239,68.68129126984262,12.706585979931837,100.0,66.66666666666666,33.33333333333333,33.33333333333333,66.66666666666666
31.5,40.42610196092232,22.52143904838348,40.63362887131975,78.53474882391913,0.0,100.0,100.0,100.0,33.33333333333333,0.0
32.5,39.63045818917474,83.05747551012216,0.4380762306553397,77.24220731184344,0.4576850706833983,66.66666666666666,100.0,33.33333333333333,66.66666666666666,33.33333333333333
33.5,3.4700554242858455,1.4583106646296384,0.0,33.407581888527496,0.0,66.66666666666666,33.33333333333333,0.0,33.33333333333333,0.0
34.5,92.44465370090104,139.6740646189986,51.26231256284556,79.68104736061768,1.1983159085409854,100.0,66.66666666666666,66.66666666666666,33.33333333333333,33.33333333333333
35.5,88.65199312822132,84.05799197411584,63.42986750735701,99.18136626874544,123.01970701059518,100.0,100.0,100.0,100.0,100.0
37.5,85.51725182909365,98.05709722870209,70.29874987332366,122.90476900618519,114.2435376705583,100.0,100.0,100.0,100.0,100.0
39.5,105.41203043692246,61.047053936073745,54.5247609693891,66.55028979925622,79.7446544733563,100.0,100.0,100.0,100.0,100.0
